session,list,trialNr,phrase_item,noun,adj,itemNr,condition_phrFreq,condition_exposure,blocktype,category,phrase_train3,picture_file
train3,list3,1,Ball_rot,Ball,rot,2,HFP,SP,cblock,tool,Ball_rot,ball_rot.png
train3,list3,2,Blatt_schwarz,Blatt,schwarz,6,LFP,SP,cblock,nature,Blatt_schwarz,blatt_schwarz.png
train3,list3,3,Bombe_klein,Bombe,klein,8,HFP,SN,cblock,etc,Bombe_schwarz,bombe_schwarz.png
train3,list3,4,Brief_alt,Brief,alt,9,HFP,SN,cblock,tool,Brief_schwarz,brief_schwarz.png
train3,list3,5,Buch_gruen,Buch,gruen,12,LFP,SP,cblock,etc,Buch_gruen,buch_gruen.png
train3,list3,6,Ei_weiss,Ei,weiss,16,HFP,SP,cblock,food,Ei_weiss,ei_weiss.png
train3,list3,7,Fahrrad_klein,Fahrrad,klein,19,LFP,SN,cblock,transportation,Fahrrad_weiss,fahrrad_weiss.png
train3,list3,8,Feder_gross,Feder,gross,20,LFP,SN,cblock,etc,Feder_schwarz,feder_schwarz.png
train3,list3,9,Geschenk_neu,Geschenk,neu,24,LFP,SN,cblock,etc,Geschenk_weiss,geschenk_weiss.png
train3,list3,10,Haus_schwarz,Haus,schwarz,26,LFP,SP,cblock,building,Haus_schwarz,haus_schwarz.png
train3,list3,11,Hemd_klein,Hemd,klein,27,LFP,SN,cblock,clothing,Hemd_gruen,hemd_gruen.png
train3,list3,12,Kerze_alt,Kerze,alt,33,LFP,SN,cblock,etc,Kerze_weiss,kerze_weiss.png
train3,list3,13,Kirche_rot,Kirche,rot,34,LFP,SP,cblock,building,Kirche_rot,kirche_rot.png
train3,list3,14,Kleid_gross,Kleid,gross,35,LFP,SN,cblock,clothing,Kleid_schwarz,kleid_schwarz.png
train3,list3,15,Lampe_rot,Lampe,rot,37,HFP,SP,cblock,furniture,Lampe_rot,lampe_rot.png
train3,list3,16,Mauer_alt,Mauer,alt,40,HFP,SN,cblock,building,Mauer_weiss,mauer_weiss.png
train3,list3,17,Paket_alt,Paket,alt,42,LFP,SN,cblock,etc,Paket_rot,paket_rot.png
train3,list3,18,Pfeil_gruen,Pfeil,gruen,44,HFP,SP,cblock,etc,Pfeil_gruen,pfeil_gruen.png
train3,list3,19,Rad_neu,Rad,neu,46,HFP,SN,cblock,etc,Rad_schwarz,rad_schwarz.png
train3,list3,20,Rock_schwarz,Rock,schwarz,47,HFP,SP,cblock,clothing,Rock_schwarz,rock_schwarz.png
train3,list3,21,Schale_klein,Schale,klein,49,HFP,SN,cblock,tool,Schale_gruen,schale_gruen.png
train3,list3,22,Schuh_weiss,Schuh,weiss,50,LFP,SP,cblock,clothing,Schuh_weiss,schuh_weiss.png
train3,list3,23,Stadion_gruen,Stadion,gruen,51,LFP,SP,cblock,building,Stadion_gruen,stadion_gruen.png
train3,list3,24,Tasse_gross,Tasse,gross,52,HFP,SN,cblock,tool,Tasse_rot,tasse_rot.png
train3,list3,25,Teppich_rot,Teppich,rot,53,HFP,SP,cblock,furniture,Teppich_rot,teppich_rot.png
train3,list3,26,Tomate_gruen,Tomate,gruen,55,HFP,SP,cblock,vegetable,Tomate_gruen,tomate_gruen.png
train3,list3,27,Tuer_schwarz,Tuer,schwarz,57,LFP,SN,cblock,building,Tuer_rot,tuer_rot.png
train3,list3,28,Turm_alt,Turm,alt,58,HFP,SN,cblock,building,Turm_schwarz,turm_schwarz.png
train3,list3,29,Wolke_schwarz,Wolke,schwarz,60,HFP,SN,cblock,nature,Wolke_weiss,wolke_weiss.png
train3,list3,30,Zelt_alt,Zelt,alt,63,LFP,SN,cblock,building,Zelt_rot,zelt_rot.png
train3,list3,31,Zug_alt,Zug,alt,64,LFP,SN,cblock,transportation,Zug_schwarz,zug_schwarz.png
train3,list3,32,Zwiebel_rot,Zwiebel,rot,66,HFP,SP,cblock,vegetable,Zwiebel_rot,zwiebel_rot.png
