session,list,trialNr,phrase_item,noun,adj,itemNr,condition_phrFreq,condition_exposure,blocktype,category,phrase_train4,picture_file
train4,list3,34,Apfel_neu,Apfel,neu,1,LFP,SP,ncblock,food,Apfel_neu,apfel_neu.png
train4,list3,35,Baum_schwarz,Baum,schwarz,3,LFP,SN,ncblock,nature,Baum_gross,baum_gross.png
train4,list3,36,Bett_gross,Bett,gross,4,HFP,SP,ncblock,furniture,Bett_gross,bett_gross.png
train4,list3,37,Blume_rot,Blume,rot,7,HFP,SN,ncblock,nature,Blume_gross,blume_gross.png
train4,list3,38,Brief_alt,Brief,alt,9,HFP,SN,ncblock,tool,Brief_neu,brief_neu.png
train4,list3,39,Brille_klein,Brille,klein,10,LFP,SP,ncblock,etc,Brille_klein,brille_klein.png
train4,list3,40,Brot_neu,Brot,neu,11,LFP,SP,ncblock,food,Brot_neu,brot_neu.png
train4,list3,41,Burg_alt,Burg,alt,13,HFP,SP,ncblock,building,Burg_alt,burg_alt.png
train4,list3,42,Bus_neu,Bus,neu,14,HFP,SP,ncblock,transportation,Bus_neu,bus_neu.png
train4,list3,43,Fabrik_gross,Fabrik,gross,18,HFP,SP,ncblock,building,Fabrik_gross,fabrik_gross.png
train4,list3,44,Flagge_alt,Flagge,alt,21,LFP,SP,ncblock,etc,Flagge_alt,flagge_alt.png
train4,list3,45,Flugzeug_neu,Flugzeug,neu,22,HFP,SP,ncblock,transportation,Flugzeug_neu,flugzeug_neu.png
train4,list3,46,Frau_rot,Frau,rot,23,LFP,SN,ncblock,human,Frau_klein,frau_klein.png
train4,list3,47,Hemd_klein,Hemd,klein,27,LFP,SN,ncblock,clothing,Hemd_neu,hemd_neu.png
train4,list3,48,Herd_alt,Herd,alt,28,LFP,SP,ncblock,tool,Herd_alt,herd_alt.png
train4,list3,49,Hose_klein,Hose,klein,29,LFP,SP,ncblock,clothing,Hose_klein,hose_klein.png
train4,list3,50,Hut_klein,Hut,klein,30,LFP,SP,ncblock,clothing,Hut_klein,hut_klein.png
train4,list3,51,Kaffee_neu,Kaffee,neu,31,LFP,SN,ncblock,food,Kaffee_gross,kaffee_gross.png
train4,list3,52,Kerze_alt,Kerze,alt,33,LFP,SN,ncblock,etc,Kerze_gross,kerze_gross.png
train4,list3,53,Kleid_gross,Kleid,gross,35,LFP,SN,ncblock,clothing,Kleid_alt,kleid_alt.png
train4,list3,54,Krone_neu,Krone,neu,36,HFP,SP,ncblock,etc,Krone_neu,krone_neu.png
train4,list3,55,Mantel_alt,Mantel,alt,39,LFP,SP,ncblock,clothing,Mantel_alt,mantel_alt.png
train4,list3,56,Nest_klein,Nest,klein,41,HFP,SP,ncblock,building,Nest_klein,nest_klein.png
train4,list3,57,Pflanze_gruen,Pflanze,gruen,45,HFP,SN,ncblock,nature,Pflanze_gross,pflanze_gross.png
train4,list3,58,Rose_weiss,Rose,weiss,48,HFP,SN,ncblock,nature,Rose_klein,rose_klein.png
train4,list3,59,Tisch_alt,Tisch,alt,54,LFP,SP,ncblock,furniture,Tisch_alt,tisch_alt.png
train4,list3,60,Topf_gross,Topf,gross,56,HFP,SP,ncblock,tool,Topf_gross,topf_gross.png
train4,list3,61,Tuer_schwarz,Tuer,schwarz,57,LFP,SN,ncblock,building,Tuer_alt,tuer_alt.png
train4,list3,62,Uhr_gross,Uhr,gross,59,HFP,SP,ncblock,tool,Uhr_gross,uhr_gross.png
train4,list3,63,Wolke_schwarz,Wolke,schwarz,60,HFP,SN,ncblock,nature,Wolke_alt,wolke_alt.png
train4,list3,64,Zeitung_alt,Zeitung,alt,62,HFP,SP,ncblock,etc,Zeitung_alt,zeitung_alt.png
train4,list3,65,Zelt_alt,Zelt,alt,63,LFP,SN,ncblock,building,Zelt_gross,zelt_gross.png
train4,list3,66,Zweig_gruen,Zweig,gruen,65,HFP,SN,ncblock,nature,Zweig_alt,zweig_alt.png
